wilayah,latitude,longitude
susukan,-6.641224740811272,108.35893720865889
susukan,-6.6411351277895765,108.36348421581492
susukan,-6.643608441196875,108.35971308686409
susukan,-6.642837772410749,108.36252790081782
susukan,-6.642210482972641,108.36267225025135
susukan,-6.619337143484905,108.37384157749462
susukan,-6.61734764223563,108.36770672656976
susukan,-6.615626986043478,108.3713515497663
susukan,-6.615304362340202,108.37326417976051
susukan,-6.613780858659175,108.37683682823283
susukan,-6.614856273500273,108.3757000764438
susukan,-6.613575451637425,108.36894847125899
susukan,-6.609312456907555,108.37021447388778
susukan,-6.608651689434112,108.37695218279356
susukan,-6.609760073081464,108.37499953467119
susukan,-6.606520175419882,108.37617970661239
susukan,-6.60377319406562,108.3748566254505
susukan,-6.604838958128998,108.37187400908775
susukan,-6.60594735031988,108.37264648526804
susukan,-6.608892916009714,108.37368631743905
susukan,-6.608531604443135,108.3769564611853
susukan,-6.611094699843587,108.3732755506304
susukan,-6.613406851426298,108.3732935943096
susukan,-6.608366847480522,108.37638894091396
susukan,-6.600220351618972,108.37306939806825
susukan,-6.599610932131401,108.3719867773168
susukan,-6.60140334024785,108.37140937958272
susukan,-6.602048605581304,108.37296113599311
susukan,-6.603374981680854,108.37162590373299
susukan,-6.602729718076374,108.37269048080523
susukan,-6.603912700708645,108.37189655892085
susukan,-6.603625917299862,108.37283483023876
susukan,-6.587165301063783,108.37412699312189
susukan,-6.587828509475202,108.37055434464213
susukan,-6.5855879369563874,108.37161892171439
susukan,-6.586896432536341,108.37201588265657
susukan,-6.584524877417264,108.36987415575756
susukan,-6.586765454735879,108.36832239934714
susukan,-6.585241863259774,108.36846674878068
susukan,-6.586460736814887,108.36673455557836
susukan,-6.585241863259774,108.36615715784426
susukan,-6.586424887635402,108.36557976011015
susukan,-6.585206013992237,108.36565193482691
susukan,-6.584130534760696,108.35989600115573
susukan,-6.58565412964848,108.36047339888985
susukan,-6.5839154386351,108.36157406332046
susukan,-6.584793747227844,108.36357691171065
susukan,-6.586227717100251,108.36197102426267
susukan,-6.58508054153378,108.36114101501991
susukan,-6.585997307971502,108.36529146169542
susukan,-6.584647337550781,108.36892013476321
susukan,-6.586532002449243,108.36560552267385
susukan,-6.587022271260898,108.36706464434769
susukan,-6.587622801844701,108.36951490456528
susukan,-6.581963020763907,108.35690616907603
susukan,-6.580364300038759,108.35789322197304
susukan,-6.57878689054645,108.35665940585176
susukan,-6.57894676335824,108.35548996274551
susukan,-6.579639544948093,108.35501789396868
susukan,-6.580438907120415,108.35604786220904
susukan,-6.580033897113883,108.35670232119512
susukan,-6.576182267783166,108.35428401725345
susukan,-6.576832420305012,108.35365101593906
susukan,-6.578058115368861,108.35547491803138
susukan,-6.578111406390015,108.35469171301527
susukan,-6.577077559559646,108.35454150931355
susukan,-6.666434308358555,108.34568985187099
susukan,-6.6686139809841585,108.34715711478103
susukan,-6.669957262774082,108.34554950498395
susukan,-6.670147349522401,108.34479673531706
susukan,-6.667093280174603,108.34153048049124
susukan,-6.668145098737685,108.34104564579054
susukan,-6.667993028723572,108.34459259439046
susukan,-6.6653292014183405,108.34013232672153
susukan,-6.662990083035564,108.34389496132529
susukan,-6.66366224463279,108.34228884871267
susukan,-6.6641193139927,108.34135044583786
susukan,-6.664352329580858,108.34010525740784
susukan,-6.663106614970651,108.34076412997808
susukan,-6.66213883657659,108.34119717827868
susukan,-6.66085742335783,108.34121522195787
susukan,-6.661171056273165,108.34277600020786
susukan,-6.662067149212172,108.34218958063416
susukan,-6.624948471110597,108.34656207284652
susukan,-6.623019308897963,108.34490823054024
susukan,-6.620939422449116,108.34457442750696
susukan,-6.619100674956512,108.34354267267679
susukan,-6.622627446903849,108.34348198121619
susukan,-6.618919814177479,108.34248057211632
susukan,-6.6224315157900975,108.34103914992711
susukan,-6.620969565793577,108.3431481781829
susukan,-6.62084899240469,108.33996187650152
susukan,-6.622476730669401,108.33959772773792
susukan,-6.621240855810881,108.33893012167135
susukan,-6.6223696436832515,108.3348771897423
susukan,-6.621510560081633,108.33719863811017
susukan,-6.622535431574573,108.33672827929055
susukan,-6.622188784101912,108.33845798591759
susukan,-6.621768295268882,108.3320381816304
susukan,-6.621051362336223,108.32666116523156
susukan,-6.621445675578068,108.32925945503501
susukan,-6.615191652961642,108.333172213246
susukan,-6.614116238850509,108.3287334681651
susukan,-6.617539632302117,108.32826433250612
susukan,-6.61902727755799,108.332793295983
susukan,-6.617933948348626,108.33014087514196
susukan,-6.619224435026644,108.33008674410439
susukan,-6.616123676631098,108.33073631655526
susukan,-6.609442903185691,108.33743200303742
susukan,-6.609442903185691,108.34143798668258
susukan,-6.609427829855463,108.33990539445472
susukan,-6.604193593913193,108.34281811905655
susukan,-6.603078251088258,108.3415132526537
susukan,-6.60386200576833,108.3390249027692
susukan,-6.604766336549172,108.34083047372198
susukan,-6.606590065263073,108.34063322647502
susukan,-6.6082027784417745,108.34019321338569
susukan,-6.611507294429406,108.3490435660975
susukan,-6.611435599693658,108.35187642373046
susukan,-6.610270558780235,108.35590016418999
susukan,-6.609195133961942,108.3578127941842
susukan,-6.608531452702534,108.3479276594624
susukan,-6.608595397996039,108.35123214090027
susukan,-6.607977259785123,108.35809859583877
susukan,-6.606527829290924,108.3586564953023
susukan,-6.605589960237533,108.35960063285596
susukan,-6.603543694314169,108.35955771751262
susukan,-6.602392666014195,108.35895690270573
susukan,-6.60168925851328,108.35741195034517
susukan,-6.60194504317471,108.35565242126786
susukan,-6.6032026491710045,108.35417184192234
susukan,-6.604673404672252,108.3530989583386
susukan,-6.606442568541349,108.35198315941155
susukan,-6.604630774139525,108.3567253048516
susukan,-6.606613090025792,108.35526618317773
susukan,-6.608403562063315,108.35451516466914
susukan,-6.606272046998141,108.35440787631074
susukan,-6.6052489165046016,108.3479920324801
susukan,-6.605653905911291,108.35082444514113
