wilayah,latitude,longitude
arjawinangun,-6.622703805804162,108.38922802554364
arjawinangun,-6.621461784558767,108.38504313654806
arjawinangun,-6.619763505552627,108.37963340199283
arjawinangun,-6.62392047664627,108.38001616623023
arjawinangun,-6.622095469258195,108.38167481125896
arjawinangun,-6.6233575474439546,108.38964910295051
arjawinangun,-6.624447480435885,108.38411178031615
arjawinangun,-6.624117966064353,108.38702078852039
arjawinangun,-6.626019007522487,108.39245604070778
arjawinangun,-6.62660199209101,108.38247865291959
arjawinangun,-6.628376288711172,108.38245313530376
arjawinangun,-6.6297196804763825,108.3842138507958
arjawinangun,-6.627083587519146,108.38748010562162
arjawinangun,-6.628629759135726,108.39258362878692
arjawinangun,-6.630774936354791,108.39228807228714
arjawinangun,-6.634931175913873,108.38750301150375
arjawinangun,-6.631775402458984,108.3836817388253
arjawinangun,-6.6289241767014815,108.39230052784622
arjawinangun,-6.6289241767014815,108.38737562799167
arjawinangun,-6.630926587278091,108.39219845738289
arjawinangun,-6.6327515619834605,108.39352537340591
arjawinangun,-6.634475142998711,108.39298950347352
arjawinangun,-6.637288622580776,108.38821770931395
arjawinangun,-6.634297715819683,108.38706941660175
arjawinangun,-6.632548787349969,108.38620181766365
arjawinangun,-6.636410060688059,108.39090566067759
arjawinangun,-6.6388204984111345,108.38881790433258
arjawinangun,-6.638139435710371,108.3922822907372
arjawinangun,-6.635300173994442,108.39890690142693
arjawinangun,-6.638561196498934,108.39654655754275
arjawinangun,-6.641140159784436,108.39626760781098
arjawinangun,-6.638582510300467,108.39982958130894
arjawinangun,-6.644854825651998,108.40138816801928
arjawinangun,-6.647320744818359,108.40143614833772
panguragan,-6.636169045301529,108.46790191379286
panguragan,-6.63595397181334,108.46793800115125
panguragan,-6.6353087507852155,108.46156858239694
panguragan,-6.638283929598692,108.4606663984374
panguragan,-6.639233832301036,108.467252341342
panguragan,-6.637226488585569,108.46441948370907
panguragan,-6.623951690092336,108.48804375367676
panguragan,-6.624548493878453,108.48503967964234
panguragan,-6.62597655715018,108.4828080817882
panguragan,-6.626594672806611,108.4805550262624
panguragan,-6.627681701909435,108.47742220619793
panguragan,-6.625486326940827,108.47686430673437
panguragan,-6.6194116948047474,108.4835805579685
panguragan,-6.62260887893419,108.482228724653
panguragan,-6.624122205533458,108.47905298924518
panguragan,-6.624548493878453,108.47823759772155
panguragan,-6.624591122692703,108.47658535700262
panguragan,-6.619231096678438,108.47781458959778
panguragan,-6.614391213213501,108.47852083813832
panguragan,-6.610933524963217,108.47937781163809
panguragan,-6.609539386050172,108.473942559467
panguragan,-6.606378435456891,108.4820411025988
panguragan,-6.600596342436633,108.48250435672446
panguragan,-6.599423991793211,108.4745006451899
panguragan,-6.602642620544981,108.47355650763623
panguragan,-6.609570061747989,108.47398566106972
panguragan,-6.605093880059221,108.47482251026501
panguragan,-6.604902042796046,108.4782771954046
panguragan,-6.607864854452502,108.47726868483592
panguragan,-6.597139785531469,108.47878302409715
panguragan,-6.619655796935817,108.45899187643398
panguragan,-6.618952413996288,108.45412098496391
panguragan,-6.618717952793765,108.44944321253888
panguragan,-6.622746407066231,108.46017204837608
panguragan,-6.621808568796017,108.44875656704531
panguragan,-6.623002180830596,108.45399223893385
panguragan,-6.625709111722109,108.44631039244727
panguragan,-6.629098082982927,108.44708286862755
panguragan,-6.627024489423369,108.4658544149908
panguragan,-6.627708861146837,108.45881155302266
panguragan,-6.629886200409272,108.45793771288956
panguragan,-6.630727814178075,108.45348315826647
panguragan,-6.628370544231975,108.45292177071828
panguragan,-6.630068793607891,108.44733341285225
panguragan,-6.6325527896195515,108.44873688172271
panguragan,-6.633566661944304,108.44485820411707
panguragan,-6.634899025424618,108.44300384075174
panguragan,-6.6376925599324315,108.43911783182384
panguragan,-6.640130045357164,108.43577975117356
panguragan,-6.634323074917192,108.44045306408397
panguragan,-6.6349862200666525,108.43648345466201
panguragan,-6.637549178061023,108.43326560997129
panguragan,-6.638660386472253,108.43220103289902
panguragan,-6.63982536033915,108.43151537308977
panguragan,-6.63760294626769,108.43707282628053
kapetakan,-6.613417064522916,108.52122526317294
kapetakan,-6.613906639665177,108.51662980380718
kapetakan,-6.609686493201224,108.51556770324672
kapetakan,-6.607636694778379,108.51823812751302
kapetakan,-6.6048332802410625,108.52030163717335
kapetakan,-6.606039051881457,108.5157801233588
kapetakan,-6.603446639190575,108.51978575975014
kapetakan,-6.603205483834195,108.51565874042947
kapetakan,-6.598152953799933,108.5176048370502
kapetakan,-6.599117584364359,108.5139936951446
kapetakan,-6.600896117041806,108.50780316616364
kapetakan,-6.601107128969454,108.50464721021255
kapetakan,-6.593872382972588,108.52066975576508
kapetakan,-6.596253831849042,108.51493441273858
kapetakan,-6.5979720853223665,108.50127883410406
kapetakan,-6.5964648457544595,108.50446513578545
kapetakan,-6.596267114975545,108.50812513095084
kapetakan,-6.593403189613747,108.50919959846605
kapetakan,-6.591539054937862,108.5133496446799
kapetakan,-6.5878824627189205,108.5114009273273
kapetakan,-6.587416424519036,108.50818915243136
kapetakan,-6.588133406183671,108.50602391092848
kapetakan,-6.592148484353077,108.505410425836
kapetakan,-6.592506971894455,108.50349779584178
kapetakan,-6.588491896627406,108.5017295152811
kapetakan,-6.586549259512922,108.50095521108517
kapetakan,-6.583383978197788,108.51200105691773
kapetakan,-6.580701009657229,108.50666020838325
kapetakan,-6.581936985721445,108.50307941220797
kapetakan,-6.578922404557406,108.50347390670184
kapetakan,-6.57435878685221,108.50907509305958
kapetakan,-6.572519866474679,108.50318802138158
kapetakan,-6.5665135970060815,108.5117216739692
kapetakan,-6.568322393042545,108.50553114498824
kapetakan,-6.567719461760855,108.50146481712817
kapetakan,-6.56408005238002,108.50796693865368
kapetakan,-6.564200639576434,108.50256539866047
kapetakan,-6.560492569931008,108.50535720584797
kapetakan,-6.558025951890273,108.5030336711922
kapetakan,-6.562306831517507,108.5029426340013
kapetakan,-6.556549853268209,108.50318475111304
kapetakan,-6.554499835467649,108.50385235717272
kapetakan,-6.552389514237239,108.50109089571552
kapetakan,-6.55103287443291,108.50203161334346
kapetakan,-6.551334350260933,108.49878462020148
kapetakan,-6.550296002444319,108.49406316985419
kapetakan,-6.554938716851056,108.49166585716057
kapetakan,-6.552285742481345,108.49248519187866
kapetakan,-6.5522555949642385,108.49014857064564
kapetakan,-6.550115116592948,108.48744780064902
kapetakan,-6.549723197023339,108.49187827727268
kapetakan,-6.546632762474961,108.49801305768815
kapetakan,-6.537368698196216,108.49546423565347
kapetakan,-6.542698207257545,108.4984683096879
kapetakan,-6.5446594522832475,108.49660149225221
kapetakan,-6.543103247622065,108.49436989439806
kapetakan,-6.537773742880171,108.4946059287865
kapetakan,-6.540587728466234,108.4944342674131
kapetakan,-6.616491870159076,108.47795562262804
kapetakan,-6.6125952866119855,108.47837553001283
kapetakan,-6.610632689834132,108.47957547821808
kapetakan,-6.610525147536337,108.47647196539725
kapetakan,-6.609790274541961,108.47412628710248
kapetakan,-6.60747747349978,108.47751286961287
kapetakan,-6.607961416638299,108.47468001197993
kapetakan,-6.606985932467091,108.48103658539596
kapetakan,-6.6053190119319245,108.47491977815031
kapetakan,-6.602164742391439,108.4818409062151
kapetakan,-6.6015732493399994,108.47359494482492
kapetakan,-6.6023798305985615,108.47828630141453
kapetakan,-6.60399298917279,108.47747433585094
kapetakan,-6.604817490413541,108.47942305320353
kapetakan,-6.599350663072851,108.475399312744
kapetakan,-6.602541146692582,108.47274689190296
kapetakan,-6.5985978493238555,108.48108307168722
kapetakan,-6.600372337021552,108.48221982347623
kapetakan,-6.602134243986099,108.48202375934572
kapetakan,-6.596594766082003,108.4820067851791
kapetakan,-6.558229080547274,108.51668358500494
kapetakan,-6.556072460361031,108.51913558544888
kapetakan,-6.556117029609121,108.52143524196678
kapetakan,-6.55570473873742,108.52343809035698
kapetakan,-6.556206658014357,108.52538680770955
kapetakan,-6.555937772750278,108.52755204921243
kapetakan,-6.553804611183456,108.52666790893208
kapetakan,-6.552531880188212,108.52598224912285
kapetakan,-6.552890396290094,108.52426809959972
kapetakan,-6.553732908115139,108.52228329488875
kapetakan,-6.551528033732135,108.52186829026736
kapetakan,-6.550795748414745,108.5207052321763
kapetakan,-6.552444926089543,108.51922565048267
kapetakan,-6.553394993361764,108.51949630567051
kapetakan,-6.555044162442436,108.51931586887862
kapetakan,-6.552946848647515,108.52081349425146
kapetakan,-6.554219578583827,108.5211021931185
kapetakan,-6.554685647888848,108.52339374037572
kapetakan,-6.552464653971173,108.51737055222019
kapetakan,-6.5502591182547585,108.51626053593172
kapetakan,-6.54984082589834,108.5200754194978
kapetakan,-6.549067617892198,108.51887609155395
kapetakan,-6.54984783035893,108.51252039803545
kapetakan,-6.54857508926989,108.51217756813082
kapetakan,-6.54707623625467,108.5160176368726
kapetakan,-6.549277023060157,108.5148189805258
kapetakan,-6.546124983709284,108.52076647466646
kapetakan,-6.546822142631863,108.51867403016867
kapetakan,-6.545628541269852,108.5219524455508
kapetakan,-6.54742847865364,108.5224117626357
kapetakan,-6.54743429510547,108.52342387582625
kapetakan,-6.5461978657917665,108.52510830305269
kapetakan,-6.545846122410325,108.52710386651842
kapetakan,-6.544200894505119,108.52891596677621
kapetakan,-6.542953798229925,108.52900179746291
kapetakan,-6.543742560338509,108.52634104617526
kapetakan,-6.544456708740797,108.52454933059045
kapetakan,-6.545447987666397,108.52184566395947
kapetakan,-6.544957677906117,108.52511795888982
susukan,-6.6742493597368915,108.37332598156001
susukan,-6.672779802983611,108.37208096769587
susukan,-6.675200195618496,108.37626807498444
susukan,-6.669175496469102,108.37398598262047
susukan,-6.669793557810909,108.37692568363987
susukan,-6.667687302057094,108.37695405645869
susukan,-6.665705231994869,108.37493703532131
susukan,-6.6652465150259586,108.37667012186515
susukan,-6.66944508798049,108.3755328652664
susukan,-6.663733314925835,108.37566161130667
susukan,-6.66464976059916,108.37815070124226
susukan,-6.661399870964064,108.37689197732695
susukan,-6.660142413474139,108.37588346675825
susukan,-6.657606927209122,108.37759331559228
susukan,-6.654327229255237,108.3780378572144
susukan,-6.6552013262172665,108.37916064923546
susukan,-6.65330242393926,108.37855373462948
susukan,-6.653916031357439,108.38018168676415
susukan,-6.654377084242828,108.38286041897719
susukan,-6.652704264553499,108.38122729156429
susukan,-6.651322916707936,108.38002796361201
susukan,-6.649447318948767,108.38037245142567
susukan,-6.650689269617066,108.38130384440335
susukan,-6.652792974811553,108.38321766559034
susukan,-6.650866690867997,108.3854759746056
susukan,-6.649700778506865,108.38546321579769
susukan,-6.649130494279369,108.382031096469
susukan,-6.6497542189201235,108.38383574361072
susukan,-6.648347537985999,108.38512320391119
susukan,-6.6471326739397165,108.38278431769866
susukan,-6.64651278156842,108.38602951625931
susukan,-6.645340540007184,108.38345459565839
susukan,-6.646267676741789,108.38738134958328
susukan,-6.64391253287165,108.38555744749097
susukan,-6.645233972449987,108.38406613930958
susukan,-6.645809436963036,108.38479570014651
susukan,-6.646887814376713,108.38939381812165
susukan,-6.648633644184159,108.3945290986222
susukan,-6.647594147787727,108.39158797891412
susukan,-6.643554527950565,108.39126399490793
susukan,-6.644163893179541,108.39411489622006
susukan,-6.644934559888002,108.39665905498596
susukan,-6.641101367840941,108.39172085405497
susukan,-6.642087110249477,108.39700765205787
susukan,-6.636757478979839,108.38755919515279
susukan,-6.6383347035795435,108.38760211049613
susukan,-6.638121565415368,108.38530613962696
susukan,-6.6372263841183035,108.38459803646172
susukan,-6.634687169308678,108.38286450048076
susukan,-6.634047749803431,108.38095476770175
susukan,-6.63413300578543,108.37880900053429
susukan,-6.632214742622239,108.37855150847419
susukan,-6.633280445301624,108.38230660101722
susukan,-6.626663433884914,108.38327531492047
susukan,-6.627516005814061,108.38194493927666
susukan,-6.628752232493009,108.3799708334826
susukan,-6.623658106054852,108.37782506629694
susukan,-6.626556862263516,108.37370519333544
susukan,-6.627473377225988,108.37557201077112
susukan,-6.6296926879673475,108.37622747286223
susukan,-6.630453096819563,108.37336949988966
susukan,-6.633646801187013,108.3741860635961
susukan,-6.634103042978247,108.37528332107665
susukan,-6.630402402932583,108.37745231842192
susukan,-6.62394365385295,108.37668045803966
susukan,-6.626376986421583,108.37430731976778
susukan,-6.6287089188678205,108.37892600823238
susukan,-6.676481533342923,108.36144033356025
susukan,-6.671919490022294,108.3585058077402
susukan,-6.671894145218466,108.36263966150409
susukan,-6.6729079363485795,108.36473210600188
susukan,-6.673845691275512,108.36284380243072
susukan,-6.672857246841911,108.36580384586658
susukan,-6.670246730156845,108.36631419818313
susukan,-6.669790521929547,108.36488521169684
susukan,-6.668295169762163,108.36366036613715
susukan,-6.668979484032181,108.36095549885954
susukan,-6.668269824770848,108.35712785648553
susukan,-6.668254032227488,108.35928847620465
susukan,-6.665179697119433,108.35840845002599
susukan,-6.665631806395042,108.36781562643245
susukan,-6.665209837715589,108.36541831373881
susukan,-6.664034351622269,108.36887772699289
susukan,-6.662738299586743,108.36972740744126
susukan,-6.660357171805643,108.37136607687741
susukan,-6.659272097085162,108.3686653068808
susukan,-6.659754352812697,108.36684456306287
susukan,-6.661231258029878,108.36769424351124
susukan,-6.6627081588009744,108.3659948826145
susukan,-6.669339087035625,108.36056299689098
susukan,-6.668465015264643,108.35852983296097
susukan,-6.668254032189792,108.35628424891884
susukan,-6.666656585961656,108.35667874341273
susukan,-6.666957991308841,108.35865121588216
susukan,-6.665059134527778,108.35944020486993
susukan,-6.66275614746283,108.3591023045572
susukan,-6.660779211873178,108.361194749055
susukan,-6.659613323047568,108.3635934049427
susukan,-6.66143819128827,108.36558377897717
susukan,-6.664150135716778,108.36241959461468
susukan,-6.665113252559419,108.36185820706649
susukan,-6.666743099036482,108.3611459456443
susukan,-6.65898224434927,108.36267238338016
susukan,-6.658838868687589,108.36503610535415
susukan,-6.658390819474863,108.36792309402466
susukan,-6.6586417270843805,108.36945680675588
susukan,-6.657584329861262,108.37052138382813
susukan,-6.656114723158312,108.36420609611137
susukan,-6.655630827280774,108.36886136535831
susukan,-6.65679576093303,108.3671472158352
susukan,-6.656096801057276,108.3728490184857
susukan,-6.654846753172187,108.36447514138834
susukan,-6.654633622165444,108.36775816515451
susukan,-6.650946441109175,108.36599863607721
susukan,-6.650520175618716,108.3670286043176
susukan,-6.645337486169007,108.36747834448676
susukan,-6.645912950560914,108.36919495822072
susukan,-6.646722862267912,108.36947390795247
susukan,-6.649316473475244,108.36731961040879
susukan,-6.656114567815264,108.37312623942549
susukan,-6.654203413993932,108.37425695777387
susukan,-6.653647827663798,108.37115344495307
susukan,-6.651757364124577,108.37371869419475
susukan,-6.651309308450528,108.37184215155892
susukan,-6.649021925573844,108.37507946460407
susukan,-6.648251265271834,108.37266161159252
susukan,-6.646441104909977,108.37155532074415
susukan,-6.647695672194395,108.37599406582508
susukan,-6.646692018622955,108.380432810906
susukan,-6.645114844585825,108.37953062694648
susukan,-6.646907087417879,108.37790669581928
susukan,-6.645811320621127,108.37651267531069
susukan,-6.645464689526491,108.37256773037184
susukan,-6.6437466013639845,108.37170287705831
susukan,-6.6441987304096655,108.37414570834737
susukan,-6.644334369042336,108.37572368632293
susukan,-6.642764821197127,108.37750899506975
susukan,-6.643427944978718,108.37764555085609
susukan,-6.641479940201914,108.38038091510445
susukan,-6.641747836588187,108.37710533963167
susukan,-6.6410545684279585,108.37564874457735
susukan,-6.640843573576633,108.37282659165953
susukan,-6.641747836588187,108.37329695047917
susukan,-6.640301014961814,108.3774694883877
susukan,-6.63992423780123,108.37469285406537
susukan,-6.63853028201366,108.3772155217421
susukan,-6.6379274362497185,108.37364989843199
susukan,-6.637023166219761,108.3763810141589
susukan,-6.6438301936130335,108.37030823205731
susukan,-6.643057158469859,108.36913445890161
susukan,-6.642550232340257,108.3714438031339
susukan,-6.6417909980479815,108.36925009675284
susukan,-6.6409418942941665,108.37002838403451
susukan,-6.639725265475837,108.36898216178562
susukan,-6.640422292770945,108.36844629185326
susukan,-6.637831010013816,108.37024509440177
susukan,-6.638667445868275,108.37169959850388
susukan,-6.637463484719295,108.3684588612939
susukan,-6.637666257329508,108.37186546300674
susukan,-6.6362975405901095,108.36931370142409
susukan,-6.635296347232739,108.36976025970105
susukan,-6.634776739751383,108.3711382109557
susukan,-6.634852779904838,108.37312858499016
susukan,-6.636094767416275,108.37358790207506
susukan,-6.636249668655463,108.37134715651773
susukan,-6.63621341347424,108.37350517464388
susukan,-6.637075198678762,108.3729693047115
susukan,-6.63623791382748,108.37172157756996
susukan,-6.637365838219545,108.3703436263153
susukan,-6.636657572414815,108.37408436120178
susukan,-6.637772822562979,108.37368883815647
susukan,-6.635947866459974,108.37446712543917
susukan,-6.636892786032318,108.37784416893125
susukan,-6.635498720461095,108.37803555104995
susukan,-6.6348397062720075,108.37535620138813
susukan,-6.636322486957443,108.37535620138813
susukan,-6.634042834056774,108.37450891964963
susukan,-6.633840059954715,108.37732861619847
susukan,-6.632864208421312,108.37339890336116
susukan,-6.632268557811538,108.37776241567357
susukan,-6.631305376615169,108.37305441555355
susukan,-6.632015089258169,108.3758868709103
susukan,-6.632281231235784,108.37481513104561
susukan,-6.629848715672161,108.3738007616193
susukan,-6.626711184942263,108.37425692410704
susukan,-6.627284724792161,108.37577259315908
susukan,-6.628557263952122,108.37604324834693
susukan,-6.629686415667861,108.37445540457814
susukan,-6.629865645861099,108.3737517010897
susukan,-6.6264733633651085,108.37720332355514
susukan,-6.628492940718802,108.37843232563223
susukan,-6.629141012295626,108.37878130153067
susukan,-6.629030724899684,108.37778094636927
susukan,-6.630031930988382,108.37882716861816
susukan,-6.628596367388915,108.38056453743378
susukan,-6.631791502051921,108.37977554844602
susukan,-6.630359722570565,108.37783342170688
susukan,-6.629334867335195,108.37810653327958
susukan,-6.629308179819217,108.3809610304772
susukan,-6.628636420702587,108.38042511017986
susukan,-6.626976031034704,108.38185423097276
susukan,-6.628243504568621,108.3818797509869
susukan,-6.628940613623514,108.3818797509869
susukan,-6.627216851256839,108.38367891198509
susukan,-6.6289279389222235,108.38281123150368
susukan,-6.629282830435212,108.38295159158156
susukan,-6.627622442944076,108.38217323114974
susukan,-6.630243951794411,108.38291203474473
susukan,-6.6310437732142,108.38288617709918
susukan,-6.632467722341465,108.3844054744395
susukan,-6.633489327804262,108.38341307208402
susukan,-6.63189418852172,108.38164479152333
susukan,-6.638167248815464,108.386608831902
susukan,-6.637719658411912,108.38472055679463
susukan,-6.635417758481177,108.3832399774491
susukan,-6.6340110365604525,108.38313268909071
susukan,-6.63381921053274,108.38064359917648
susukan,-6.634160234530367,108.3795278002494
susukan,-6.633179789900927,108.3791201044876
susukan,-6.633584756397434,108.38371204622594
susukan,-6.634117606543573,108.38592218640841
susukan,-6.638827976762693,108.38909792181622
susukan,-6.63347818629905,108.38510679488478
susukan,-6.634330746440655,108.38369058855426
susukan,-6.632203013020825,108.38025503950722
susukan,-6.6329671765885525,108.37685606607846
